author_hash,text_redacted,label
u_b42d82ff28,ШЕШСЕНДЕР ШЕШПЕИСИНДЕР МА ЖОК АЛДЕ ЗАРПЛАТА 1 МИЛ АЛЫП УЙЫКТАП ЖУРЕ БЕРЕСИНДЕР МА СЕН ТИМЕСЕН МЕН ТИМЕЙМИН ДЕП АЛЛАДАН КОРЫКСАНДАРШЫ,HATE_SPEECH
u_a25b8a94bb,"Мыналардың бәрінің артжақтары бос қой, қорқақтап қашқақтап қытайдағы қазақ туралы айтқылары да келмей тұр, бұларды кім соншама жуасытып қойған тұсінбедім,",HATE_SPEECH
u_405a9ead54,Бекболат нəзік нəрсе емес. Аянышты нəрсе ....,OFFENSIVE
u_5c8b4121b7,"Система бүкіл Қазақстаннан ұры-қары, арсыз деген адамдарды сұрыптап депутат қылды, сол нәтижесін беріп тұр.Ұлттық мүддені құлқынға айырбастаған, арты таза емес кілең бір сен тимесең мен тимен бадырақкөздерден не сұрайсың.",OFFENSIVE
u_9e8737de99,Ол оте назык нарседеп қорқып жатудың қажеты жоқ олар америка тисып корсын сотатып жыберед не болмасын оздерынын адамдарын жыберед быздерге келсек укымет оларға ештеңе айтпайды қытайлар қазақтарды қорқақ деп ойлайды содан бызды басын алған қазақстан туралы арамдатушылық шығарып жатыр быздер қазақстанды мақтап айтсақ олар қазақстанды жамандап айтады,HATE_SPEECH
u_1d59f162fd,"Овай кытайга жер сатылды деп , азгырды арандатты журтты оралмандар, Кайсы корсетындершы Гос Акты решенияларынды, Овай кытайда казахты кырып жатыр деды корсетындершы кырып жаткан видеосын, корсетеалмайсындар себебы отырыкке коп сенесындер. Устап жатса кытайдын заны адылетты, екы жактын азаматымен жургендерды устады ол жактан 150000-300000 тг зейнетакы алган Казахстаннан 30000 тг зейнетакы тагы алган,..",HATE_SPEECH
u_df137785a2,Ай Депутат Агалар карын тоиса болды сен дерге,OFFENSIVE
u_ba2e97dce2,Кәнсілдеп,NORMAL
u_a342697cfa,"Кәнсілдетпей, қансырату керек ондайларды.",NORMAL
u_b6376de40f,Қылмыстық істі бастау керек.,NORMAL
u_a342697cfa,Бәрекелді.,NORMAL
u_13cf6ac74e,"2 в сырном лаваше, пожалуйста",NORMAL
u_246911cea2,Жарайсын. Алла жар болсын.,NORMAL
u_9dd0d2b02c,Мемлекетіміз Қазақстан неге қазақша сөйлемейді басқа мемлекеттер өз тілдерімен сөйлейді орысқұлдар,NORMAL
u_26e9c59cf5,"Есіңді жи Алаш, күресеміз бәріміз",NORMAL
u_008606664a,Жазалау керек,NORMAL
u_4d8248b2f8,Оте жарайсыз мен толык колдаймын сотасу керек,NORMAL
u_101adb318a,"Мен қызымды жақтаймын даяшының тілі дедіме айп пұл салыңдар, жаза беріңдер тіліміз жоқ болып кетпесін өз тілімізде сөйлейік",NORMAL
u_c58d699845,Статиямен шығару керек бул орысқұл өлімтіктерді,NORMAL
u_4dce4d8a45,Тілімізді қорлаған иәңгүрттерді менің жендеттерім тауып алып бастарын кесіп алып көшеге іоіп қояды бссқа орысқұлдарға сабақ болады малша бауыздаймыз оның мекен жайын айтып жіберсеңіздер,NORMAL
u_94b2ae14f0,Қазақтың тілін қорлаған адамдарға жаза күшейтілсін айып пұл салынсын басқада қосымша шаралар жасалсын Даяшыны адам қорлы көрмей тұрғаныма МЕН ДАЯШЫМЕН ӘКЕҢНІҢ АУЫЗЫ,NORMAL
u_94b2ae14f0,Ана-тіліміздің мерейі үстем болсын,NORMAL
u_daa47b37fa,айткан жерин таппадым,NORMAL
u_6b92794645,"Өте дұрыс айтасыз , ана тілі арың бұл .",NORMAL
u_ac3244fa83,"Расында жүрегіңе батады,қанды қайнатады, дегенмен мына билік даяршының тілі қып отыр",NORMAL
u_e35503414d,Тілді қорлағандарды жұмыстан босату керек деп ойлаймын ол орыстың ит аяғын жалап жүрген бишара өзінің кімнен екнін білмейдіғой.,NORMAL
u_eb2efb2dff,Аружан дауысың вообще естілмейд,NORMAL
u_2084127cf7,"Ойпырмай, қазақтардың өзі өз тілімізден орыс тілін артық көретіні қалай. Саналары сонша орысқа беріліп кеткен. Бұл деген кез - келген кезде орысты жақтап соларға беріліп кететінінің белгісі ғой. Осындайлар орысша сөйлегенді жетістік мәртебе көреді. Шын мәнінде бастары істемеседе.",NORMAL
u_e6c70658a1,"Жарайтын Карындас,оз тилимизды таптатпайык орыскулдарга, унамаса кетсин ресейине",NORMAL
u_c7bc715202,Қу орысқұлдарды,NORMAL
u_5ab9fc7ffd,"Улттык болмысын жогалткан, мангурттер",NORMAL
u_9a94d77315,Әлсіз жандарға күштері жететіндерғои. Аты жөнін телефон нөмерлерін жариялауынызды сұраимыз. Қатан жауапша тартылсын.,NORMAL
u_e760a7641f,Ана сары басты жұмыстан шығару керек.,NORMAL
u_d52eaa514b,Соттау керек бундаиларды Аитып пул керек емес Статиямен жумыстан куу керек Даиаршы болып или коше сыпырып корсин,NORMAL
u_71fb32dd2d,Тілімізді менсінбейтіндерге Қазақстанда жұмыс берілмесін.,NORMAL
u_519eb524bf,Сүмелек бетін жауып жатыр. Бәрекелді қарындасым.,NORMAL
u_b91b7b6d72,Дурыс онбагандардарды орнына койындар.,NORMAL
u_407b010492,Qazaq tilin сыйламайтын адамдар түрмеге отыру керек,NORMAL
u_d1154f5f8a,Қосыламын талаптарыңызға,NORMAL
u_b3382fba26,Осындай.дұндық.қазақта.оилану.керек.өз.ата.бабасын.қорлаған.сұмраилар.өз.отынын.сатып.кетеді.,NORMAL
u_b708ea8bc6,Казакстанда баска улт окилдери казакша сойлеу керек оз тилимизди озимиз курметтемесек ким курметтейди,NORMAL
u_d9db6d87e5,Осыкалмакпентокаииттиншестеркалариендибиһинтилими за еурынды пасогыстанкашкаа КП кулактардыби за мескирги за ген,NORMAL
u_d9db6d87e5,Иттербиһинтилимиһдинегекорлаисындаорорыситтнокерекболсаанаалхашпутингебарындарбизказакболыптудыкказакболыполемиз,NORMAL
u_16d06ee8b6,Жас кезимизде Актау каласында орыс коп болды солрмен коп шайкастык казакша сойлеп жумыста бизди менсинбейтин еди,NORMAL
u_1d1853b7f4,Дұрыс қарандасым өмір жасың ұзақ болсын.,NORMAL
u_16d06ee8b6,Сойлемесен уйрен деп едим не хочу деди ол катын онда деп кетип калдым,NORMAL
u_16d06ee8b6,Менде Астанада Мега силкуви деген дукенде бир дукенши жас кызга казакша сойле деп едим мне не надо не хочу не буду деди,NORMAL
u_2ab2417a56,Казахский язык первый язык появившийся в мире. Остальные народы приемники Казахского языка. Казахский язык- это Язык Всевышнего.,NORMAL
u_20859e4dd2,"Казак тилин билмейтиндерди, корлагандарды мулдем жумыстан шыгарып, Улкен айыппул толетип, жене ешкандай жумыска кабылданбайтындай етип жазалау керек.",NORMAL
u_6a01271f72,мына жерде мәңгүрт қазағың бар орысың бар бәрін қатаң жазаға тарту керек. алға ҚЗ,NORMAL
u_953eedb2e3,Молодцы ребята,NORMAL
u_3bc4381a56,"Жарайсын кызым тилди корлагандардын озин корлау керек,Тилимизди басынбасын онбагвндар",NORMAL
u_33ced10f64,Өте дұрыс,NORMAL
u_33ced10f64,Өте дұрыс жасадындар.,NORMAL
u_21a4c09222,Дұрыс қарындас. Бұл мәңгүртті орнына қою керек .Орыс тілін алып тастау керек қолданыстан.,NORMAL
u_33581cf387,Бұндай ешектерді орыстың соғысын кетсін.Тілді қорлауға қакысы жоқ.,NORMAL
u_65897097dc,Өте дұрыс айтып отырсың қарындасым. Бұндайларды орнына қойғаның дұрыс болды.,NORMAL
u_eb68352deb,"Ана тылынды корлаганы анасвн корлаганы иттер ай ,кара беттер.",NORMAL
u_2ae87d1326,Онбаган ды елде Шыгарып Жиберу Керек. Барсын,NORMAL
u_cddf19859d,Жараисын кызым оте дурыс Аиналаиын тек гага казакша Алга кызым,NORMAL
u_2e2378790c,Елден заң кабылдап шығарып жибереу керек маскараго Казахстан менсенбеи отырғандарды власть отырған көкелер каидасындар орыстарға кашангы күл болып жүремез,NORMAL
u_5aef2a1834,Жарайсыз алтындай аруымыз,NORMAL
u_fb1d2347f2,Осындай казактаргой оз елине жандары ашвмайды,NORMAL
u_6eb4153316,"Молодец, побольше таких видео.",NORMAL
u_22199f059a,Русский язык билмей ма? Тусинбедим. Адейи улт айыырып жатыр ма?,NORMAL
u_88cc309bb4,Бул Мәңгүрт Малдан Арман. Есек,NORMAL
u_fbb3d5f747,"Токаев соларды ренжытып коят деп ойлайсындарма орыстарды Жан танымен коргайды ,жалгасын кутып каламыз не болганын",NORMAL
u_d7394f6a21,"Ана тілін қорлаған адамның санасы , миы қалай жетеді адамды емдеуге?",NORMAL
u_61bac66c0e,Маскара казах тили кимнин тили дейди.,NORMAL
u_1a10870e35,Бойкот обьявлять ету керек,NORMAL
u_1a10870e35,Дурыс штраф олтирип турып,NORMAL
u_0140ea3946,Орыстарга казак тлинде жауаб бере бериндер .тусунсе тусунед тусунбесе койсын .биз куринген улттын жагдайын кылуга казактар мндетти емес .казак тлин блмеима кетсин уз елине .,NORMAL
u_146a401613,Бундайларды жумыстан шығару керек қой өз тилине жаны ашымаған адам мемелекетке жумыс жасап қарық қылмайды оңбаған,NORMAL
u_552450b5c1,"Жұмыстан шығарумен қатар,ісі сотқа кету керек.Даяшылар адамның қоры болып тұр бұның оиынша.",NORMAL
u_0e7665f38a,Жақындатып сөйлесе жақсы болар еді,NORMAL
u_0e7665f38a,Алыстан былдыр былдыр етпей анық сөйле.,NORMAL
u_066d7545a4,Мемлеттик тилди осылай айткандарга Мемлекеттин саткыны деген бапты Ата занга енгизу керек екен.,NORMAL
u_9a3175fdeb,Ату жазасына кесу керек бұл жексұрындарды.,NORMAL
u_066d7545a4,Тили олген халык тири олген халык,NORMAL
u_751c0a0988,Жарайсыз,NORMAL
u_967b6b581a,жараисыңқазақтың аружаны.осындаи мəнгуртер тусінде қудаи көрсе орыс беинесінде көреді . орыс қарумен келсе осылар қолдаиды.,NORMAL
u_285babce70,Жакында балам жумыс бабымен семеи каласына.барып.тан.галып Келди сол.жерде оз.казагымыз.орысша Бари соилеиди деиди нешшге казахша.соилемеисиндер.десем менимен ерегесип.оз казагым нацисизба деп бале гылды деиди сонан.амал жок.алатын затымды ерегеспеи.сонша жерден.келип алу ушин орысша.со леуге тура келди.менин аитаин дегеним казах казахка жау.боп тур.наиман жеринде.ондаи болады деп оиламаппын деиди балам,NORMAL
u_3ae6d18cb9,Что такое даяшынын?,NORMAL
u_02ee3e25ea,Манкурт казак топас оз тилине карсы шыкан намысыз казак буны корген сон баска ултар не демеиди . Жараисыз казак кызы дурыс жазасыз калмасын негизи бул казак ели ресеи емес,NORMAL
u_52b53ab862,"Молодец аружан,казак тылын корлаган баланын жазасын кешке озымыз куйрыгын майлап аурытпай беремыз",NORMAL
