user,comment,label
@ШамшыракУнатұлы,Блә Дастан 🤣,normal
@Qysqa-nusqa667,"Бәрі түсінген шығар🤷🏻‍♂️ қыран шаршап реально әрең демалып тұрған Ханды ұрды, за капитана Даник маңқ еткізді. Негізі Дастан қыранға рахмет айту керек жеген шапалағы үшін😂",offensive
@АмирБакытбекулы,Еркебұланды шақырасыздарма РФСдің каролін,normal
@erekekrg,Данияр деген МАЛ,offensive
@kirebkireb3394,"Мына озбек мешок заебал , сойлете бермендерш заебал бесит озинще умнячает",normal
@Эламан-о2ю,Дастан лох прикол где ты жы обещал где прикол ты сам сказал я достойный сваи слова .карын батарея ты тоже лох,normal
@ЕрхатАсанов-ч8й,Общм қызыл командадан Дастаннан басқасын бәрі гусь екен!,normal
@АзаматМырзаханбаласы,Травмаң болса бр жеріңді қсып жатпаиснба келп алп травмаң бола  тұра жләп оиваи травмам деп травмаңа қарамаи келднба жләнбәй кет  тупизм страдат етп еба,hate_speech
@СурмаканКурманбаева-э5я,Дастан га реванж бериндер,normal
@olzhastungushbaev3645,Дастан жумыртка,normal
@Qysqa-nusqa667,"Даник Дастанды тууура кезінде Апачи Ханды ұрғандай ұрды. Бірақ Апачи нежданчик болып кетті, ал Даник красавчик✊
Бір кайф алдым Даник Дастанды ұрғанда😅",normal
@Johnastana,Ханмен Қыранның бойы жақсырақ. Репэрді қояғой,normal
@Stem-cf7bd,"Хан гусь ,трус,дерется как баба,самый позорный «боец» просто гусь больше нечего сказать,как его еще капитаном сделали )?",normal
@УмутбекТилекматов-с6у,Жаракаты барбы пок жеп журобу кот,normal
@makotozero1330,Кыран барып озим сенин котынды айырам скора дайындал!,normal
@Гульназ-ч5т,"Кыран крыса 🐀, у самого недостойная победа, по идеи счет 6:3 счет Амиго все два раунда забрал",normal
@АбайСлямбек-б7э,"Даник как чёрт последний, видишь же что у Дастана травма можешь тока на травмированных прыгать🤦‍♂️",normal
@TalasKoksai-q2t,Красавчик хан Атаны кандай кылды сен Тен ушундай кылды,normal
@Гульназ-ч5т,"Дастан зачем было выходить с травмой и подставлять команду, он вышел не ради команды а ради своего хайпа, хотел бы ради команды то уступил бы место другому место",normal
@turitm3785,Қуат сен жақсы емессіңғо,normal
@Ruf.o8,Дастан сіғліп кетші камандан мен,normal
@Maxxaudio,Хан ата красавчик. Молодец. Выиграл по кулачке. По мма воообще бы за пинал и задушил б. Я раньше его не уважал за издевательства над Тарасовым и всеми бойцами. 🤔 А потом когда он стал капитаном команды. Он стал таким хорошим человеком. Я прям его сильно за уважал.🤔👍 Ведь и за него команда выиграла. Молодец Хан уважуха и респект тебе!👍,normal
@beibarysnagmat8259,Даник таза гусь,normal
@КасымханДауленов-п5о,Утылганнын сози курысын,normal
@УмутбекТилекматов-с6у,Дастан хитирий блин,normal
@СурмаканКурманбаева-э5я,Дастан тура айты гой достирдун арасында болуп турады гой😂,normal
@СурмаканКурманбаева-э5я,Дастан тура айты гой достирдун арасында болуп турады гой😂,normal
@Qysqa-nusqa667,"Хан спортсмен емес, кезінде дымға қатыспағаны көрініп тұр, качкамен қатар бухать етіп кайфавать етіп жүргенғо😅. А так жасы 29да, разгульный образ жизни мен былай шыққаны тоже норм🤷🏻‍♂️",normal
@Erik-k6i7c,ДАСТАН КАЛА,normal
@АҚЫЛБЕКПРО,оператор котакбастар екен,normal
@Alken_Shark,"Рама хорошее шоу, спасибо за казахский контент как всегда топ с пранков я являюсь зрителем ты лучший в этом деле номер 1 в Казахстане, Ануарбек братишка где мне салам ? Все молодцы 👏",normal
@ЕрасылАббулдинов,Даник бля боимыз брдеи бодса көтін аирушедм,offensive
@Erlan-o3u,"Ебать Қыран пиздец қорғағыш болса, Даникті ұрмады ма?🤣🤣🤣",offensive
@KARAKALPAK9797,Малдай отрго дарабоз 😂,offensive
@Nurkhan04,"Даникк жарасыңң😂😂😂😂 еркек достойно бердің 
Қыран котаккк бонус ка 1 шапалак беру керек еды🤣🤣🤣",normal
@АрсенАманжанұлы,Жарты реалити дарабоз бен өттіғо шшс,normal
@КиномирКиномир-щ3и,Жаңа реалити тез шықсын дегендер лайк👍,normal
@АрсенАманжанұлы,Жарты реалити дарабоз бен өттіғо шшс,normal
@SikoSiko-t3u,2де мешок о шшс дастан косыр каз,normal
@sancho797,Дастан сенікі дұрыс ең жахн бауырлар кот шукысып араласады красавчик ондай бауырлары жок олардын,normal
@Alihan-i8l3i,Дастан скора педик болып кетпе Амелай Никонет сияқты болып отырма,normal
@Andreas-fb2mn,Дастанга бзр жок улкеееен уважение. Проф.боецтер шыкпас ед ондай травмамен,normal
@КиномирКиномир-щ3и,Дастан соңында жақсы айтты,normal
@khanprogame,ЪъъъИииййәәә Колымай,normal
@АйбекКожобеков-х7г,Даник кончиный,normal
@ЕрнарКалиев-й9ь,Брат сани и упучук,normal
@erjansouthafrica,"Позорники. Көретін зат емес, ылғи қатындық қимылдар",normal
@ДианаМамырбекова-й7з,Я,normal
@КайратБейсембаев-щ2э,Данияр таза крыса екен Дастан жептастайт,normal
@АбылайИсаев,Дастан мош 🔥🔥🔥,normal
@ТалгатБайманов87,Қуат Дарабоздан ғана таяқ жемеген шығар осы он күнде😂,normal
@НурланАйтмагамбетов-ь8ы,аааааа колыыымм,normal
@balans8152,Хан молодец,normal
@NursultanOrinbasarov-ir1gv,Дастан жеңдіғои негізі,normal
@ЕрнарКалиев-й9ь,Пригласите Еркебулан Токтар және Калдыбек Иманбаев,normal
@Баха-б2е,Кыран не кушим жетеди деп Ханга карай атыласын. Озинмен куши бирдей адам мен шыкшиш,normal
@4_to_floor,Даник пен Қыран екі крыса Ерасылға крыса деп өздері крысиный движение жасады.,normal
@ГабитАбилханов,Кыран таза КТК бас екен,normal
@ГабитАбилханов,"Хан тобелесу билмейт , Калай жур женип",normal
@Куаныш-в8й,Во этот пацан из синей команды молодец респект правильно всё сделал,normal
@БекболатАбдикадиров-м4л,Мотиватор👍,normal
@Slen1n,"И в красном углу, встречайте, Дастан по прозвищу «КОЛОКОЛЬЧИК»🤣🤣🤣",normal
@Zasik7292,Криса 😀,normal
@ЖанкелдіМеңлібай,Уже Қуатты аяп отырм!,normal
@Куаныш-в8й,Дастан ты главный гусь,normal
@S777KZ,қыран атына сай емес екен,normal
@Nur_15-w2y2r,Дом 2 казакша версия 😅😅😅😂,normal
@ansarnietkaliev1182,"Рамазан келесіде Профтармен Реалити жасашы. Медияларда дұрыс бой жоқ,жылайдыда жүреді.",normal
@ШалкарАрстанов,Токтаров Данияр красавчик женыске жетелеген Сол негызы басынан бастап карасандар,normal
@bekarys1228,"ДАНИК МУЖИК ,КРАСАВЧИК, ТИГР ҚЫРАН ТАУЫҚТЫҢДА ШАПАЛАҒЫН БЕРУ КЕРЕК ЕДІ",normal
@СурмаканКурманбаева-э5я,Дастан тура айты гой достирдун арасында болуп турады гой😂,normal
@Amitamit-yf6lv,Кыран контрацептивсын.,normal
@СурмаканКурманбаева-э5я,Дастан тура айты гой достирдун арасында болуп турады гой😂,normal
@arturschannel541,Кыран котабас жылап сойлейма не истейды,normal
@bekarys1228,Даник базар жоқ мужиксын,normal
@DadKoi,Бля колы гой атак сгед хан,offensive
@ТалгатБайманов87,"Хан, анау қыран, рэпер дегендер сенің деңгейін емес. Шықпасаң, халық ренжімейді. Герой болса шықсын Нұрлан, Азаттармен",normal
@СурмаканКурманбаева-э5я,Кто за красный🛑,normal
@Куаныш-в8й,Кыран ты настоящий ГУСЬ,normal
@ҚаржауТорыбаев,🎉,normal
@Azat.master,"ДАСТАН ЖЕҢДІ ДЕГЕНДЕН , КІМ КЕЛІСЕДІ.хан дым удар тигізген жоқ п рөл ста Дастанның қолынан ұрғансрң Дастан отырып қалды и студия на агдауын беріп жіберді .Студия дұрыс жасамады малдар",offensive
@БауыржанАятхан-ч5о,Кран койасал котинди айрып жибереди,normal
@МухаБратишка,нурхан ба байсеркеныкы сомен кыранды шыгар,normal
@БауыржанАятхан-ч5о,Кран Бен бирге Бир шыксам,normal
@freeghost8300,Дастанғс жаным ашып кетті,normal
@alyaalya3097,Пусть будет шавкат😊,normal
@АрманСмаил-ф6г,Негізі Дастан алды,normal
@AibekTABARAK,Келесі рух қа өтініш дастанды шақырмаңдаршы блә өтірік сайқалсып,normal
@NursultanBotbaev,"Мотиватор:Колоколчик ұстайм дейма нах, біздің кругта ондайлар жоқ.
Рамазан:Колоклчикті басып қойыңыздар",normal
@БауыржанАятхан-ч5о,Тышкан котин корип жаралы болды,normal
@ДанабекМаханов-щ9р,Хан көтек екенсіңғой мал бір қолмен төбелесіп жатырғой,offensive
@turarerkinuly3530,Блә историк далбан ай😂,offensive
@ЭрданТураров,Плюс 1 звук от Данияра😂,normal
@bekarys1228,Көк команда лохсыңдар ма не қарап тұрсыңдар Ханға секіртіп қойып,hate_speech
@klever-asya,"Бұл реалити голимый Нежданчиктер болды, это не красит мужчин, это жирный минус! Спортта болсаңдар да кітап оқыңдар, по понятиям жүру үшін де тіл байлығы, ой тереңдігі керек жігіттер, мыңқ-мыңқ етіп тұру, тек күшке сену - ақымақтық!!! Өте көп моменттерде ""қарның ашып"" кетеді, жұдырықтан бұрын тілмен шеше білген адам ешбір күшсіз өзіне бағындыра, сендіре, артынан ілестіре алады!",normal
@КиномирКиномир-щ3и,Хан қорықпа сындыр Қыранды,normal
@bekarys1228,Дастан өтірік сіге береді ешқандай травмасы жоқ ол қотақ бастың,offensive
@АйданаОмирзаккызы,Даниа котакбас екенго,normal
@Alikhan-s2o2s,"Дастан человек с большой буквы, с большим сердцем уважение тебе для меня команда Дастана победила, больших высот тебе Дастан.✊",normal
@КиномирКиномир-щ3и,Қыран таза ақымақтық жасады. Боида шаршап тұрған адамды ұрып,normal
@Erkin-v5i,Келесі ралитді күтеміз,normal
@БахытханПернебай-г2н,Қуат 😂,normal
@ЖасуланРаматов-н4и,ПООООЛНООООЕ ГАВНО,normal
@maksimka9592,Кыран гусь,normal
@КиномирКиномир-щ3и,Екеуі бір бірінен қорқып жүрма🫣😂,normal
@YEldos2123,Рамазан красавчик  молодец,normal
@bahabratan4799,Дастан маллл,offensive
@АбекеАбеке-э1е,Рух файтинг фуфло Дастан утты Ханнын кайсы удары өтті тек таяк жедіғой рух и рефери фуфло,normal
@АбекеАбеке-э1е,Рух файтинг фуфло Дастан утты Ханнын кайсы удары өтті тек таяк жедіғой рух и рефери фуфло,normal
@АбекеАбеке-э1е,Рух файтинг фуфло Дастан утты Ханнын кайсы удары өтті тек таяк жедіғой рух и рефери фуфло,normal
@ДарынМаралбай,Алдыңғы қолынан ұр деп ешкім айтпайма,normal
@ТимурЗакенов-э5ь,КЫРАН И РЕПЕР ГУСИ КТО ЗА ЛАЙК!!! ДАВАЙ ПОКАЖЕМ,normal
@kais71997,"Данчо бзр жок, ппц, мамалатып жибердиго мыналарды, шапалагы ауыр екен, гейлау бала Дастан деген, нокдаун устап калды
Е Дастан, не трогай мужиков за ЧЛЕН! ЭТО НЕ ПРИКОЛ И НЕ ВХОДИТ В ШУТКИ, не здравая тема, кто за Дастана сол тесилген пи6р",offensive
@Aqilbekaqilbek1234,Хан дихалка жок екен сенде. Дастанда трамба болмаса 1-раундта айыратынед сени,normal
@user-tu1eo9fo4h,1xbet ті дамыта бермендер,normal
@samgattulegenuly5,👏👏👏👏👏👏👏👏,normal
@klever-asya,"Қолы байланған адамды қатын да ұра алады ғой, сонда Даник кім болып тұр?",normal
@zharqanat1,57:47 дастанның иығы ауырғаны сылтауы жақсы болды. Ханның шыдамдылы мен төзімділігі басым. Дастан сәл ережені бұзды. Ханның мойынан ұстады.,normal
@esonsikgg9242,Бля красавчик  дастан,offensive
@Aqilbekaqilbek1234,Хан тарепдегилер кот екен шыкпайсындарма кыранга уксап,normal
@klever-asya,Даник - сары тышқан дегендер лайк,normal
@Анар.Жумабаев,Дастанын колы болмаса айырайн деп тур гой просто колы,normal
@ErsultanEldahov,Ханмен репердын бойы қызық,normal
@Дария-у2о,Хан еркекше емес сеники,normal
@АрманАмангелді-ы3ь,Төбелесте жарақат бар деген болмайды,normal
@Дария-у2о,Кыран уиктатады ханды,normal
@beibarysemshibay726,Гусь,normal
@Kudaibergen-l4m6y,Дастан мяуууууәу,normal
@Санжарбек-к8д,хан гусь бот ко,normal
@Dimabakbergen,Даник таза тесік бас екен,normal
@НурланЛекеров-в9я,RFC Мыктыы жасай берндер,normal
@ЖалгасШадиев,Дастан ігіліп кете салш зл,normal
@Жалғас-з9е,Дарабозды бұданда ұзақ түсірмисіңдерма сол жеке сөйлесе өтеді 🤣🤣🤣🤣,normal
@АбкАбк-ф7ж,Мынауың бос уақыт өтті ау,normal
@ЫхласСариев,Хан мен Қыран қызық болады,normal
@shyraqbaev1,"Қыранға қотақ беру керек, бой емес 😂",offensive
@sayatashenov1151,Айттыкой Дастан жылауык деп бекер шыгардындар кызыл каманда Датаннын кесырынен утылды,normal
@ErbolBuharbaev,Дастан красавчик баурым,normal
@SamsungA-jf1hj,Дастанның попаданиясы көп болд,normal
@RedmiNote10-d2b3n,Даник жарайсын кыраннын котин сик,normal
@БекжанМирланов,🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉 красавчик Рамазан,normal
@МырзагалиНурмаганбетов-л6у,Анау мнау демей ангмени кобейтпеш дастан билдингой женилетнди хан да мал достойный жок вообщем мешки,offensive
@ZhigerAkhmetov,"Кыран таза крыса екен атын озгертсин,не ожиданка шаршап тұрған адамға,бұдан кеиін қыран емес кырыса",normal
@amirkhan-i2e8i,Дастан еркак екен 💪🏻,normal
@RedmiNote10-d2b3n,Кыранын коти турмай калдыгой,normal
@SalawatRustamov-h3v9u,RFC sila🎉🎉🎉🎉🎉🎉,normal
@BIG77777,Дастан КОТАКБАС па брдеме,normal
@СантайЖаксыбай,Қотақбас қолы ауырса шықпайайқ қойсын,offensive
@Nurbek-l8s8r,🎉ДАСТАН МУЖИК КОЙ,normal
@НурбекИсаулы-с2и,Қотағыма шығама ондай травмамен ақша үшін көттеріңді сатып кетпеңдер әйтеуір и еще что то  хан ата гондон😅😅,normal
@RedmiNote10-d2b3n,Кок каманда маладец жарайсын дар,offensive
@РусланАманбай-х9ю,"Сонына дейін көргендер болса! Дастан саған респект! Өзінді ұстай біліп, қаншама жағдайыды достойно ұстап, абыроймен аяқтадын!",normal
@Nurbek-l8s8r,Барып баринин қолын алайын деведім әсер есе Рамазан мен дастаннын,normal
@Nurbek-l8s8r,Осы кай жерде болат алматыда,normal
@rinat4708,Дастан збл уже. С первой серии ноет рука рука. У красных вообще есть кто то нормальный ?😂,offensive
@ДарханНысанбай,Көк команда жеңіс құтты болсын 🤲 мен білгем жеңетіндеріңі енді шотал қайда,normal
@Шерхан-ч4ш,Кыран мал олетын жерын быледы даник базар жок братан басабер,offensive
@nurlybekjaksylykov9964,Қазағым Қанша Төбелес болсада бір біріңе кектеспеңдер әр Қазағым жалғызым бір бірімізге бауырдай қарайық Алға қазағым,hate_speech
@RedmiNote10-d2b3n,Утылганнын сози курсын,normal
@ШолпанАмангелдиева,Даник вообше ендыгы жолы реалитигғ келмек койсыншы😡,normal
@НурсултанЖаксыбек-ж5г,Тек қана жұмыстарыңызға береке берсін сәттілік,normal
@RedmiNote10-d2b3n,Шомылып билеп журип ауырмаган кол бойда ауырады екен,normal
@НурсултанЖаксыбек-ж5г,Өте жоғары деңгейде болды РФС реалтиді тағы күтемін қатысушылар да жоғары нәтижесін көрсетіп жақсы алып шықты,normal
@KasymSatygulov,Токтаров Данияр отморозок 😂,normal
@РэпРэпКазах,ДАНИК котакпас деп жаза бермендерш лайк басып улгерми жатрм,normal
@BIG77777,Куат беты АМ болды😂,normal
@СатсапарХамитов,Дастан еркек әдемі аяқтадың соңын еркексің Батыстан саған амандық тіледік,normal
@СаматАманжолов-ю2л,Дастан красавчик базар жок! Еркебулан сен шыгатын адамсынго негизи досынды тастап кеттин,normal
@АрманСарсенбеков-ф3и,Дастангуль мал го,offensive
@Zangar-n4z,Самый зрелищный реалити 🔥,normal
@BMWsistheonlything,Рэпер,normal
@Мансур-к2ь5л,Данияр маладес дурыс болды шапалагын берып кырангада берып жыберу керек ед,offensive
@Таснима-г9ц,Қуат қа бәрі тисе берет😢,normal
@НуржигитМусабеков-ю4ш,Дастан котакбас пиздес болмаи соилеше котакбас калаулым,normal
@aiq.musical,Щещес мын рет айттыгой карашы тусирши Колым лакрикоз ларикоз деп ауырып жатыр деп Дастан конкретно отмазки журдыккой шыгып кеткен кол мен тобелесып сыккен ангыме,normal
@БактиярЭрменбаев,Математик азаматсын алга красавчик,normal
@БирлыкАуганбаев,Дастан красавчик бір қолдың өзімен жегізіп жіберді әттең қол болмай қалды,normal
@ЖасуланБурибек,Құыранның. Көтіне  қотақ тығу керек,offensive
@БактиярЭрменбаев,Хан молодец эркек,normal
@aikomarkas-lk3sw,Дастан қыран Молодец,normal
@НуряикПро,"Хан атадан мұндай крыса іс күтпедім,саперник уважение     нету",normal
@juristboss2991,Дастан утты негизи,normal
@kaz100Erema,Тайсон бейшара бокта истей алмайдыго,normal
@Yser23008,"Хан ата vs Қыран. Қыранмен қызық, наказать етсін😂",normal
@AbylAxi,Дастан получил свое и чапалак,normal
@AsanUsenov-z7t,Қуат өз абройын өзі төкті.,normal
@almazbaigonyssov674,Бля тауық десе таұық екен 😂,offensive
@ДарханНысанбай,Ал қыран сен салмақ түсір,normal
@ДарханНысанбай,Әнші бірінші бір бой басқамен өткізсін жеңсе шықсын,normal
@БекасылСейіт,Дастан екі қол болса Ханның көтін айыратын еді,normal
@ДарханНысанбай,Реванш керек емес Дастан мен,normal
@РатбекРатбек-н2г,И Тупой,normal
@РатбекРатбек-н2г,Қуат Еблан,normal
@IskoReal_madrid,6-0Xan Atanin recordi boladi osilay,normal
@ШолпанКилебаевна,Кыран Батыр 🔥🔥🔥,normal
@Мансур-к2ь5л,Мастаннын колы 1 жыл боиы битпеима жыбершиш уине рамазан,normal
@Mels19844,В мире животных 😂,normal
@ErkinbayTurdimuratov,Дастан зааааааййййбал қылдыңгойй қолыңды айтып 😅😅😅шамалықга кайф еттим бриақ,offensive
@Sillences,Қуат жүнбас😂😂😂,normal
@СакеБаке-д1в,"Рахмет Рамазан,жігіттер өте мықты жоба келесі шығарылым ды асыға күтудемін",normal
@ARIK23-h3l,Эркебулан тагы шакырындар,normal
@ARIK23-h3l,Кийинки реалитиге упучукту шакырындарш,normal
@Parlament999-z5i,Даник красавчик,normal
@MuhagaliDihanbaev,"Д  А  С  Т  А  Н  Красавчик. 
Денсаулык манызды брат",normal
@askhatbasjanov3554,Хан ата -Кыран кызык емес..лайк басай кызык емес дегендер,normal
@ДарханНысанбай,Өтірік сыяқты қолы ауырғаны,normal
@ДарханНысанбай,Жеңілетінін баяғыдан белгілі болды,normal
@askhatbasjanov3554,Кырат саган хан ата соперник емес ау..лучше баска биреу тандасайш..,normal
@ЭльдарНури-з3я,Канша ганарар алатындарынды былмеймын бырак адемы бой откызсендершы не мынау акша алып отырсындарго,normal
@AsanKhojabaev,Дас колы ауырмаганда ханды женетин еди,normal
@ДарханНысанбай,Қыран сенікі дұрыс болмады Дастан қолы ауырса шықпасын,normal
@ГулданаСайфудинова,Данияр малго таза  коспасыз дастан красавчик ханды бир колмен де алып койды,offensive
@ДарханНысанбай,Қыран сенікі дұрыс болмады Дастан қолы ауырса шықпасын,normal
@НурикХан-к8с,Реванш Хан Дастан,normal
@БабурбекБекбергенов,1 кол менен базар жок,normal
@ДарханНысанбай,Қыран қуат ақыл айтып Дастан үшеулеп Хан атадан жеңілді,normal
@БабурбекБекбергенов,Дастан оргинал базар жок адемы бой,normal
@КымбатАдильбекова-ш7х,Бяры ниет кой. Кызыл команданын почти кор адамдарында ен басынан бастап ау бастан бастап никттеры каралау жамандау болды реалитиды басынан карасак байкалады анык. Кок командада бар даниктыкы ошибка но бяры ниеткн карай 50 миллион утса биреуден ол акша ауа сиякты кетет ягни Алла тагала алп кетеды берушы солгой Рамазан емес алдымен Рамазан себепшы. Ал биреуге отбасына биреуге садака беруге буйырар. Значит кок командага акша керек Алла тагала буйырып тур не болсада Алла беред Алла алады. Кызыл команда шамалы ер мынезды болу керек ед сабырлы ак ниетте. Бирак сондада акша буйырып турсада ол акшаны ертен Алла тагала жок кылып жберуы мумкн. Ким билет биреу косякка кирема биреу садака берема. Еш мойымандар жигиттер,offensive
@AknietRaizhan,Хан-қыран,normal
@НұрНұр-д6ф,Бля Дастан красавчик.Сука красавчик.Бля нагдаунды бермегеніңде жеңетін едің,offensive
@AknietRaizhan,Хан -қыран,normal
@НурикХан-к8с,"Хан !слабый бой ,дайындалу керек …А так👍👍👍👍",normal
@РатбекРатбек-н2г,Хан Ата vs Рэпер,normal
@daur.41,ДАСТАН🔥,normal
@AronElubai,Еба бұлар кай жакта жур,normal
@SaginbekTaubaev-ec5ew,Бердіңба ауырды деп айтпа.Сені ешкім зорлап шығарған жоқ,normal
@AsanUsenov-z7t,Травма алмаған мативаторма дим тек қана.,normal
@Nurzzzzat,Хан қалай ұтты блят,offensive
@kuanishaltai,Реалти Қызыл команда қалай айтсам болады уважение жоқ бір біріне и Капитанға Дастанға бір адамға бір біріне бағына алмады сондықтан женілді деп ойлайм өз өздерін дұрыстаса ұтатын еді Дәкене ырза болдым өз өзін істее кетті Мотиватор күшті бой көрсетті Қуат по факту дотово қуады екен Қыран біртүрлі болды Даниктен Нурланнан жеп қалды Нурлан күшті жақсы көрсетті Амиго жақсы төбешесіп келе жатты чут жетіспеді ұоатын еді фюри жақсы бой Ақанай жақсы көрсетті Математик красавчик Үсен и братишкасы жақсы дой көрсетті бірінші бойға болады тем доле Қонақтар Реалти сәл қызық болды жақсы рахмет,normal
@rixsitillaxikmatov2978,Данияр красавчик за Хана,normal
@baintv7007,Дастан уклонды неге тартпаид екен,normal
@МустафаНышанов,Осы Жоба басталғанан Көк командаға жанкүйер болдым. Әдемі кэмбек жасады Көк команда Красавчик,normal
@nurdosbazar8307,Математик.даник.нурлан красавчик,normal
@ЕрнарЧимирбаев-у7б,ДАСТАН СОНДА ТАТАҚ ЖАҚСЫ КӨРЕМЕ?😂😂ЖАҚСЫ КӨРМЕСЕ УСТАМАЙДИ,normal
@rixsitillaxikmatov2978,данияр красавчик за Хана,normal
@KaisarAlmasaev,Дастанды аяп кеткендер лайк,normal
@qazaqstaneli4400,Хан сындырсай,normal
@РыскелдыИбраимов-й6р,"Впервые пишу хорошое про Дастана:
Первое как он с одной рукой дал тяжелый бой Хану, или хан настолько слабый что еле смог пройти травмированного Дастана еще бил именно по травмированной части тела 😂. На 100% уверен что Дастан его выиграет если не будет травмы. 
Второе как он после кипиша дал руку Данияру ( который 100% сделал как минимум не красиво )",normal
@ed1s394,"Данияр Дастанга шапалак бергенде кызыл командадан быреуы жактаспаганга тан калып турмын сумырейып бары Даникке дым дей алмай, ия тусынем 50 лям утылдындар барынде настроение жок бырак мына жакта капитандарынды нежданка урып жатыр, ол байгустын колы сынып калган озы после боя итак шаршап тур ал анау сумелектер тук дей алмайд особенно Амиго айтпакшы сумелек Аканай Дастанды братан деп силаймын анау мынау деп журген бала ешнарсе демеды",normal
@БерикЕсенгалиев-е7ь,Казахстан Алга 🇰🇿🇰🇿🇰🇿🇰🇿🇰🇿🇰🇿🇰🇿🇰🇿🇰🇿🇰🇿🇰🇿🇰🇿🇰🇿,normal
@РусланМанасулы-о2к,Дастан Енек устайды 🤣,normal
@AzamatAbdldayev,Кыран и хан ата,normal
@KostikChestnih,"Тот который дастану шапала дал, красаваааа. Всё по делу, травма не оправдание, с головой надо всё делать. И у кырана сразу дух пропал 😂😂😂",normal
@МаратТуленов-ь3й,Дастан ози тисип қолым деп мамалайды да журеди,offensive
@Мансур-к2ь5л,Акелери корип бля далага агызу керек еды деген шыгар асыресе дарабоздыкы,offensive
@kuanishaltai,Даник дұрыс істеді уважение Ханға бойдан кейін Ханға Қыран атылды Даник өзінікін и Хандыкын де алды сыйлау керек Ханды сыйламағандықтан Дастан бір қолмен шықты анау мынау деп Ханға крыс поступок бойдан кейін келіп құтырғаны үшін Даник Қыранға да Дастанға да берді бәрі четко Көк команда басында білгем женетінің Ханға сенгем Ханның бұрынғы кездері күшті еді Кәзір сабырлы болып қалыпты ол өзін көрсетеді әлі қорқады по факту бәрі Ханнан,normal
@ТимурНуртаев-б5ж,Кыран котакбас,normal
@donidoni7541,Жарақаты болса шыкпасын хан причем дурыс женди,normal
@hayzenberg830,Почти 1 колмен уттыгой😮 Дастан красавчик 2 кол болса 2 раунда утатын еди деп ойлайм,normal
@sabitrzakhanov3007,Дастан яйцехват😂,normal
@ЕркебуланКокебаев,Даник чорт😂😂😂,normal
@ДаниярРахпанов-б4ю,"Ну скажу вам,Хан вообще не боец,да силы может и есть но техника ноль,что бокс что борьба что мма😂😂😂",normal
@KostikChestnih,"Один вопрос зачем он выходил, если потом плачет. Ещё про достойное говорят. Вышел будь мужиком!!!",normal
@youngnascarplaya,"Данику уважуха, адай сила",normal
@ojakev,Дарабоз Аватар болып журеберу керек ед,normal
@DOS_GGG_KZ,Кыран жеп коядыго Ханды 😂,normal
@СабырМырза-м3б,Дастан истеричка катындар уксап немене шынгыра береди,normal
@DOS_GGG_KZ,Кыран Хан аже,normal
@claymp4043,Данияр Гусь,normal
@Karazhan12345,Бля джиги Дастан нагыз март жыгыт красавчик адам озыне арамдык жасаганды кешыру деген ол оз намысын женып мейрымдылык таныту деген ол нагыз жыгыттын ысы,offensive
@thisspikeepte8020,Хан техникасы өте мықты емес,normal
@KostikChestnih,"Дастану достойнее было не показывать свою боль, а так получается сразу отговорку для поражения приготовил. Типо герой с одной рукой был",normal
@МаратТуленов-ь3й,Қызыл команда малсындар😊,offensive
@СерикИбашев-ы6и,Қыран  қорқақ  екені  білініп  қалды😂😂😂,normal
@azamatabdr8845,"Хан ата провал. Неинтересный персонаж,но сондай болсада Кыран конченно поступил. Даник тоже в крысу ударил кол алып. В общем сезон беспонтовый.Много бесячих персонажей, но есть и плюсы Нурлан мен Мырза деген открытие бар,красавцы. А Мотиватор и Усен профики тоже молодцы✊🏻",normal
@thesanchezable,"НЕ ДАВАЙТЕ КЫРАНУ БОЙ, ЭТО НЕ ИНТЕРЕСНО, ОН ВИДИТ ЧТО ПОБЕДИТ, ПУСТЬ С НУРЛАНОМ ВЫЙДЕТ ССЫКАНЕТ ОН ТРУС",normal
@Adam-08u,Дастан Көтің қысшы!,normal
@DOS_GGG_KZ,Детский сад ❤,normal
@self-taught_mobilograph_kz,"Куат, аканай, мырза, рэпер, дарабоз, амиго рухка керек емес вообще кызык емес",normal
@RenatYerbolov,Тасын жарып жіьерсе ееебааа😅,normal
@КАМАНОВНУРБЕК,Даник мыкты👏👏👏,normal
@thesanchezable,"Отмазки после боя останутся отмазками, если знаешь что травма не нужно выходить! Либо не ищи оправданий после боя. Из-за своей самоуверенности и самонадеянности оставил свою команду без выигрыша, потом стоит отмазки кидает. ПРОИГРАЛ ПРИМИ ДОСТОЙНО! А ЭТОТ УШЛЕПОК КЫРАН КОТАКБАС ЧИСТЫЙ НАПАЛ ПОСЛЕ БОЯ. КОТАКБАС ТЫ КЫРАН НА ГОЛОВЕ ГДЕ У ТЕБЯ ПОЛОСКА ВОЛОС, У ТЕБЯ ТРЕЩИНА ДОЛЖНА БЫТЬ",normal
@GAMER-wz7mf,Қаранға бер котін айырсын,hate_speech
@СаятКалмурзаев,Цирк,normal
@НурсултанЕркин-ч7д,Дастан красавчик дастан красавчик,normal
@Nurs_0000,Даник Котакбас,normal
@namlysum,Траволта ты что ли озвучиваешь?) Саламалейкум тебе) Помню еще твой рэпчик брат),offensive
@КажымуратЖолбарысханов,Ақанай есек,normal
